word,category,sources
on,Direction,"globish, ogdens_basic_english, upgoer5, voa_special_english"
once,Time,"globish, upgoer5, voa_special_english"
one,Mathematics,upgoer5
only,Mathematics,"globish, ogdens_basic_english, upgoer5, voa_special_english"
onto,Direction,upgoer5
open,Visual,"globish, ogdens_basic_english, upgoer5, voa_special_english"
operate,Business,"globish, voa_special_english"
operation,Business,ogdens_basic_english
opinion,Education,"globish, ogdens_basic_english, voa_special_english"
opportunity,Business,globish
oppose,Political,voa_special_english
opposite,Direction,"globish, ogdens_basic_english, voa_special_english"
oppress,Political,"globish, voa_special_english"
or,Nature,"globish, ogdens_basic_english, upgoer5, voa_special_english"
orange,Color,ogdens_basic_english
orbit,Nature,voa_special_english
order,Business,"globish, ogdens_basic_english, upgoer5, voa_special_english"
organization,Business,ogdens_basic_english
organize,Business,"globish, voa_special_english"
ornament,Visual,ogdens_basic_english
other,Mathematics,"globish, ogdens_basic_english, upgoer5, voa_special_english"
ounce,Mathematics,globish
our,People,"globish, upgoer5, voa_special_english"
ours,People,globish
oust,Political,"globish, voa_special_english"
out,Direction,"globish, ogdens_basic_english, upgoer5, voa_special_english"
outside,Direction,upgoer5
oven,Household,ogdens_basic_english
over,Direction,"globish, ogdens_basic_english, upgoer5, voa_special_english"
overthrow,Political,voa_special_english
owe,Business,"globish, voa_special_english"
own,Business,"globish, upgoer5, voa_special_english"
owner,People,ogdens_basic_english
pack,Business,upgoer5
page,Education,"globish, ogdens_basic_english"
pain,Body Parts,"globish, ogdens_basic_english, upgoer5, voa_special_english"
paint,Visual,"globish, ogdens_basic_english, upgoer5, voa_special_english"
pair,Mathematics,upgoer5
pan,Business,globish
pants,Clothes,"globish, upgoer5"
paper,Materials,"globish, ogdens_basic_english, upgoer5, voa_special_english"
parachute,Transport,voa_special_english
parade,Visual,"globish, voa_special_english"
parallel,Mathematics,ogdens_basic_english
parcel,Business,"globish, ogdens_basic_english"
pardon,Political,voa_special_english
parent,People,"globish, voa_special_english"
parents,People,upgoer5
park,Nature,upgoer5
parliament,Political,"globish, voa_special_english"
part,Body Parts,"globish, ogdens_basic_english, upgoer5, voa_special_english"
partner,People,voa_special_english
party,Political,"globish, upgoer5, voa_special_english"
pass,Direction,"globish, upgoer5, voa_special_english"
passenger,Transport,"globish, voa_special_english"
passport,Political,voa_special_english
past,Time,"globish, ogdens_basic_english, upgoer5, voa_special_english"
paste,Business,"globish, ogdens_basic_english"
path,Direction,"globish, voa_special_english"
patient,People,"globish, voa_special_english"
pattern,Mathematics,globish
pause,Time,upgoer5
pay,Business,"globish, upgoer5, voa_special_english"
payment,Business,ogdens_basic_english
peace,Political,"globish, ogdens_basic_english, voa_special_english"
pen,Tools,"globish, ogdens_basic_english"
pencil,Tools,"globish, ogdens_basic_english"
people,People,"globish, upgoer5, voa_special_english"
percent,Mathematics,"globish, voa_special_english"
perfect,Visual,"globish, upgoer5, voa_special_english"
perform,Business,"globish, voa_special_english"
perhaps,Visual,globish
period,Time,"globish, voa_special_english"
permanent,Time,"globish, voa_special_english"
permit,Business,"globish, voa_special_english"
person,People,"globish, ogdens_basic_english, upgoer5, voa_special_english"
persuade,Business,voa_special_english
phone,Household,upgoer5
physical,Nature,"globish, ogdens_basic_english, voa_special_english"
physics,Education,voa_special_english
pick,Tools,"globish, upgoer5"
picture,Visual,"globish, ogdens_basic_english, upgoer5, voa_special_english"
piece,Mathematics,"globish, upgoer5, voa_special_english"
pig,Animals,"globish, ogdens_basic_english, voa_special_english"
pilot,Transport,"globish, voa_special_english"
pin,Household,ogdens_basic_english
pink,Color,upgoer5
pint,Food/Drink,globish
pipe,Tools,"globish, ogdens_basic_english, voa_special_english"
piss,Body Parts,upgoer5
place,Nature,"globish, ogdens_basic_english, upgoer5, voa_special_english"
plain,Visual,globish
plan,Business,"globish, upgoer5, voa_special_english"
plane,Transport,"globish, ogdens_basic_english"
planet,Nature,voa_special_english
plant,Nature,"globish, ogdens_basic_english, voa_special_english"
plastic,Materials,"globish, voa_special_english"
plate,Household,"globish, ogdens_basic_english"
play,Visual,"globish, ogdens_basic_english, upgoer5, voa_special_english"
please,People,"globish, upgoer5, voa_special_english"
pleasure,People,ogdens_basic_english
plenty,Mathematics,"globish, voa_special_english"
plot,Visual,voa_special_english
plough/plow,Agriculture,ogdens_basic_english
pocket,Clothes,"globish, ogdens_basic_english, upgoer5"
poem,Education,voa_special_english
point,Mathematics,"globish, ogdens_basic_english, upgoer5, voa_special_english"
poison,Nature,"globish, ogdens_basic_english, voa_special_english"
police,People,"upgoer5, voa_special_english"
policy,Political,"globish, voa_special_english"
polish,People,ogdens_basic_english
political,Political,ogdens_basic_english
politics,Political,"globish, voa_special_english"
pollute,Nature,"globish, voa_special_english"
poor,People,"globish, ogdens_basic_english, voa_special_english"
pop,Nature,upgoer5
popular,People,"globish, voa_special_english"
population,People,voa_special_english
port,Transport,"globish, voa_special_english"
porter,People,ogdens_basic_english
position,Direction,"globish, ogdens_basic_english, upgoer5, voa_special_english"
possess,Business,"globish, voa_special_english"
possible,Mathematics,"globish, ogdens_basic_english, upgoer5, voa_special_english"
postpone,Time,"globish, voa_special_english"
pot,Household,ogdens_basic_english
potato,Food/Drink,"globish, ogdens_basic_english"
pound,Mathematics,globish
pour,Food/Drink,"globish, voa_special_english"
poverty,Political,voa_special_english
powder,Materials,"globish, ogdens_basic_english"
power,Industry,"globish, ogdens_basic_english, upgoer5, voa_special_english"
practically,Nature,upgoer5
practice,Education,globish
praise,People,"globish, voa_special_english"
pray,People,"globish, voa_special_english"
predict,Time,voa_special_english
pregnant,People,"globish, voa_special_english"
present,Time,"globish, ogdens_basic_english, upgoer5, voa_special_english"
president,Political,voa_special_english
press,Business,"globish, upgoer5, voa_special_english"
pressure,Nature,voa_special_english
pretend,Visual,upgoer5
pretty,Visual,"globish, upgoer5"
prevent,Business,"globish, voa_special_english"
price,Business,"globish, ogdens_basic_english, voa_special_english"
print,Industry,"globish, ogdens_basic_english"
prison,Buildings,"globish, ogdens_basic_english, voa_special_english"
private,Business,"globish, ogdens_basic_english, voa_special_english"
prize,Business,"globish, voa_special_english"
probable,Mathematics,ogdens_basic_english
probably,Mathematics,"upgoer5, voa_special_english"
problem,Education,"globish, upgoer5, voa_special_english"
process,Industry,"globish, ogdens_basic_english, voa_special_english"
produce,Agriculture,"ogdens_basic_english, voa_special_english"
product,Business,globish
profession,People,voa_special_english
professor,Education,"globish, voa_special_english"
profit,Business,"globish, ogdens_basic_english, voa_special_english"
program,Business,"globish, voa_special_english"
progress,Education,voa_special_english
progress*,Business,globish
project,Business,voa_special_english
project*,Business,globish
promise,Business,"upgoer5, voa_special_english"
propaganda,Political,voa_special_english
property,Business,"globish, ogdens_basic_english, voa_special_english"
propose,Business,"globish, voa_special_english"
prose,Education,ogdens_basic_english
protect,Business,"globish, voa_special_english"
protest,Political,"globish, ogdens_basic_english, voa_special_english"
prove,Business,"globish, voa_special_english"
provide,Business,"globish, voa_special_english"
public,Political,"globish, ogdens_basic_english, voa_special_english"
publication,Business,voa_special_english
publish,Business,"globish, voa_special_english"
pull,Direction,"globish, ogdens_basic_english, upgoer5, voa_special_english"
pump,Tools,"ogdens_basic_english, voa_special_english"
punch,Tools,upgoer5
punish,Education,"globish, voa_special_english"
punishment,Political,ogdens_basic_english
purchase,Business,"globish, voa_special_english"
pure,Materials,"globish, voa_special_english"
purpose,Business,"globish, ogdens_basic_english, voa_special_english"
push,Direction,"globish, ogdens_basic_english, upgoer5, voa_special_english"
put,Direction,"globish, ogdens_basic_english, upgoer5, voa_special_english"
quality,Visual,"globish, ogdens_basic_english, voa_special_english"
quart,Mathematics,globish
quarter,Time,globish
queen,Political,globish
question,Education,"globish, ogdens_basic_english, upgoer5, voa_special_english"
quick,Time,"globish, ogdens_basic_english, upgoer5, voa_special_english"
quickly,Time,upgoer5
quiet,Nature,"globish, ogdens_basic_english, upgoer5, voa_special_english"
quietly,Visual,upgoer5
quit,Business,globish
quite,Mathematics,"globish, ogdens_basic_english, upgoer5"
race,People,"globish, upgoer5, voa_special_english"
radar,Industry,voa_special_english
radiation,Nature,"globish, voa_special_english"
radio,Industry,voa_special_english
raid,War,"globish, voa_special_english"
rail,Transport,"globish, ogdens_basic_english"
railroad,Transport,voa_special_english
rain,Nature,"globish, ogdens_basic_english, upgoer5, voa_special_english"
raise,Agriculture,"globish, upgoer5, voa_special_english"
ran,Direction,upgoer5
rang,Nature,upgoer5
range,Mathematics,"globish, ogdens_basic_english"
rape,People,voa_special_english
rare,Nature,"globish, voa_special_english"
rat,Animals,ogdens_basic_english
rate,Business,"globish, ogdens_basic_english, voa_special_english"
rather,Mathematics,globish
ray,Mathematics,"globish, ogdens_basic_english"
reach,Body Parts,"globish, upgoer5, voa_special_english"
react,Education,"globish, voa_special_english"
reaction,Education,ogdens_basic_english
read,Education,"globish, upgoer5, voa_special_english"
reading,Education,ogdens_basic_english
ready,Time,"globish, ogdens_basic_english, upgoer5, voa_special_english"
real,Nature,"globish, upgoer5, voa_special_english"
realistic,Visual,voa_special_english
realize,Visual,upgoer5
really,Visual,upgoer5
reason,Mathematics,"globish, ogdens_basic_english, upgoer5, voa_special_english"
reasonable,Business,voa_special_english
rebel,Political,voa_special_english
receipt,Business,ogdens_basic_english
receive,Business,"globish, voa_special_english"
recent,Time,voa_special_english
recession,Business,voa_special_english
recognize,Visual,"globish, upgoer5, voa_special_english"
record,Business,"ogdens_basic_english, voa_special_english"
record*,Business,globish
recover,Business,"globish, voa_special_english"
red,Color,"globish, ogdens_basic_english, upgoer5, voa_special_english"
reduce,Mathematics,"globish, voa_special_english"
reform,Political,voa_special_english
refugee,People,"globish, voa_special_english"
refuse,Household,voa_special_english
refuse*,Household,globish
register,Business,voa_special_english
regret,People,"globish, ogdens_basic_english, voa_special_english"
regular,Education,"globish, ogdens_basic_english"
reject,Business,"globish, voa_special_english"
relation,Mathematics,"globish, ogdens_basic_english"
relations,Political,voa_special_english
relationship,People,upgoer5
relax,Nature,upgoer5
release,Business,"globish, voa_special_english"
religion,Education,"ogdens_basic_english, voa_special_english"
remain,Time,"globish, upgoer5, voa_special_english"
remains,Body Parts,voa_special_english
remember,Education,"globish, upgoer5, voa_special_english"
remind,Time,upgoer5
remove,Industry,"globish, voa_special_english"
repair,Business,"globish, voa_special_english"
repeat,Time,"globish, upgoer5, voa_special_english"
reply,People,upgoer5
report,Business,"globish, voa_special_english"
represent,Political,"globish, voa_special_english"
representative,Political,ogdens_basic_english
repress,Political,voa_special_english
request,Business,"globish, ogdens_basic_english, voa_special_english"
require,Business,"globish, voa_special_english"
rescue,People,"globish, voa_special_english"
research,Education,"globish, voa_special_english"
resign,Business,"globish, voa_special_english"
resist,War,"globish, voa_special_english"
resolution,Political,"globish, voa_special_english"
resource,Industry,"globish, voa_special_english"
respect,People,"globish, ogdens_basic_english, voa_special_english"
respond,People,upgoer5
responsible,People,"globish, ogdens_basic_english, voa_special_english"
rest,Time,"globish, ogdens_basic_english, upgoer5, voa_special_english"
restaurant,Buildings,voa_special_english
restrain,Political,"globish, voa_special_english"
restrict,Political,voa_special_english
result,Education,"globish, voa_special_english"
retire,Agriculture,"globish, voa_special_english"
return,Direction,"globish, upgoer5, voa_special_english"
revolt,Political,"globish, voa_special_english"
reward,Business,"globish, ogdens_basic_english"
rhythm,Time,ogdens_basic_english
rice,Food/Drink,"globish, ogdens_basic_english, voa_special_english"
rich,Business,"globish, voa_special_english"
ride,Transport,"globish, upgoer5, voa_special_english"
right,Direction,"globish, ogdens_basic_english, upgoer5, voa_special_english"
ring,Clothes,"globish, ogdens_basic_english, upgoer5"
riot,Political,"globish, voa_special_english"
rise,Direction,"globish, voa_special_english"
risk,Business,"globish, voa_special_english"
river,Nature,"globish, ogdens_basic_english, voa_special_english"
road,Transport,"globish, ogdens_basic_english, upgoer5, voa_special_english"
rob,Education,"globish, voa_special_english"
rock,Nature,"globish, upgoer5, voa_special_english"
rocket,Transport,"globish, voa_special_english"
rod,Tools,ogdens_basic_english
roll,Agriculture,"globish, ogdens_basic_english, upgoer5, voa_special_english"
roof,Buildings,"globish, ogdens_basic_english"
room,Buildings,"globish, ogdens_basic_english, upgoer5, voa_special_english"
root,Nature,"globish, ogdens_basic_english, voa_special_english"
rope,Tools,"globish, voa_special_english"
rose,Nature,upgoer5
rough,Visual,"globish, ogdens_basic_english, voa_special_english"
round,Mathematics,"globish, ogdens_basic_english, upgoer5, voa_special_english"
row,Education,globish
rub,Body Parts,"globish, ogdens_basic_english, upgoer5, voa_special_english"
rubber,Materials,"globish, voa_special_english"
ruin,Buildings,"globish, voa_special_english"
rule,Political,"globish, ogdens_basic_english, voa_special_english"
run,Transport,"globish, ogdens_basic_english, upgoer5, voa_special_english"
rural,Nature,voa_special_english
rush,Time,upgoer5
sabotage,War,voa_special_english
sacrifice,War,voa_special_english
sad,People,"globish, ogdens_basic_english, upgoer5, voa_special_english"
safe,Nature,"globish, ogdens_basic_english, upgoer5, voa_special_english"
said,People,upgoer5
sail,Transport,"globish, ogdens_basic_english, voa_special_english"
sailor,People,voa_special_english
salt,Food/Drink,"globish, ogdens_basic_english, voa_special_english"
same,Mathematics,"globish, ogdens_basic_english, upgoer5, voa_special_english"
sand,Materials,"globish, ogdens_basic_english, voa_special_english"
sat,Direction,upgoer5
satellite,Transport,voa_special_english
satisfy,Education,"globish, voa_special_english"
save,Business,"globish, upgoer5, voa_special_english"
saw,Tools,upgoer5
say,People,"globish, ogdens_basic_english, upgoer5, voa_special_english"
scale,Mathematics,"globish, ogdens_basic_english"
scare,Political,"globish, upgoer5"
school,Education,"globish, ogdens_basic_english, upgoer5, voa_special_english"
science,Education,"globish, ogdens_basic_english, voa_special_english"
scissors,Tools,ogdens_basic_english
score,Education,globish
scream,Visual,upgoer5
screw,Tools,ogdens_basic_english
script,Education,globish
sea,Nature,"globish, ogdens_basic_english, voa_special_english"
search,Visual,"globish, upgoer5, voa_special_english"
season,Time,"globish, voa_special_english"
seat,Household,"globish, ogdens_basic_english, upgoer5, voa_special_english"
second,Time,"globish, ogdens_basic_english, upgoer5, voa_special_english"
secret,Political,"globish, ogdens_basic_english, voa_special_english"
secretary,People,ogdens_basic_english
section,Mathematics,globish
security,Business,"globish, voa_special_english"
see,Visual,"globish, ogdens_basic_english, upgoer5, voa_special_english"
seed,Agriculture,"globish, ogdens_basic_english, voa_special_english"
seek,Visual,globish
seeking,Business,voa_special_english
seem,Visual,"globish, ogdens_basic_english, upgoer5, voa_special_english"
seen,Visual,upgoer5
seize,Political,"globish, voa_special_english"
seldom,Time,globish
selection,Nature,ogdens_basic_english
self,People,"globish, ogdens_basic_english, upgoer5, voa_special_english"
sell,Business,"globish, voa_special_english"
senate,Political,globish
send,Business,"globish, ogdens_basic_english, upgoer5, voa_special_english"
sense,Body Parts,"globish, ogdens_basic_english, upgoer5, voa_special_english"
sent,Direction,upgoer5
sentence,Education,"globish, voa_special_english"
separate,Mathematics,"globish, ogdens_basic_english, voa_special_english"
series,Mathematics,"globish, voa_special_english"
serious,People,"globish, ogdens_basic_english, upgoer5, voa_special_english"
seriously,Visual,upgoer5
servant,People,ogdens_basic_english
serve,Business,"globish, voa_special_english"
service,Business,voa_special_english
set,Mathematics,"globish, upgoer5, voa_special_english"
settle,Agriculture,"globish, upgoer5, voa_special_english"
seven,Mathematics,upgoer5
several,Mathematics,"globish, upgoer5, voa_special_english"
severe,Nature,"globish, voa_special_english"
sex,People,"globish, ogdens_basic_english, voa_special_english"
shade,Visual,"globish, ogdens_basic_english"
shadow,Visual,upgoer5
shake,Food/Drink,"globish, ogdens_basic_english, upgoer5, voa_special_english"
shall,Political,globish
shame,People,"globish, ogdens_basic_english"
shape,Mathematics,"globish, voa_special_english"
share,Business,"globish, upgoer5, voa_special_english"
sharp,Visual,"globish, ogdens_basic_english, voa_special_english"
she,People,"globish, upgoer5, voa_special_english"
she'd,People,upgoer5
she's,People,upgoer5
sheep,Animals,"ogdens_basic_english, voa_special_english"
sheet,Education,globish
shelf,Household,"globish, ogdens_basic_english"
shell,Nature,"globish, voa_special_english"
shelter,Buildings,"globish, voa_special_english"
shift,Direction,upgoer5
shine,Visual,"globish, voa_special_english"
ship,Transport,"globish, ogdens_basic_english, voa_special_english"
shirt,Clothes,"globish, ogdens_basic_english, upgoer5"
shit,Body Parts,upgoer5
shock,Nature,"globish, ogdens_basic_english, upgoer5, voa_special_english"
shoe,Clothes,"globish, ogdens_basic_english, upgoer5, voa_special_english"
shook,Visual,upgoer5
shoot,War,"globish, voa_special_english"
shop,Business,"globish, upgoer5"
short,Mathematics,"globish, ogdens_basic_english, upgoer5, voa_special_english"
shot,Visual,upgoer5
should,Education,globish
shoulder,Body Parts,upgoer5
shout,People,"globish, upgoer5, voa_special_english"
shove,Direction,upgoer5
show,Visual,"globish, upgoer5, voa_special_english"
shower,Household,upgoer5
shrink,Business,"globish, voa_special_english"
shrug,Visual,upgoer5
shut,Visual,"globish, ogdens_basic_english, upgoer5"
sick,Body Parts,"globish, upgoer5, voa_special_english"
sickness,Body Parts,voa_special_english
side,Direction,"globish, ogdens_basic_english, upgoer5, voa_special_english"
sigh,Body Parts,upgoer5
sight,Visual,upgoer5
sign,Visual,"globish, ogdens_basic_english, upgoer5, voa_special_english"
signal,Visual,"globish, voa_special_english"
silence,Nature,"globish, upgoer5, voa_special_english"
silent,Visual,upgoer5
silk,Materials,"globish, ogdens_basic_english"
silver,Materials,"globish, ogdens_basic_english, voa_special_english"
similar,Mathematics,"globish, voa_special_english"
simple,Education,"globish, ogdens_basic_english, voa_special_english"
simply,Education,upgoer5
since,Time,"globish, upgoer5, voa_special_english"
sing,Nature,"globish, voa_special_english"
single,Mathematics,"globish, upgoer5, voa_special_english"
sink,Household,voa_special_english
sir,People,upgoer5
sister,People,"globish, ogdens_basic_english, upgoer5, voa_special_english"
sit,Body Parts,"globish, upgoer5, voa_special_english"
situation,Business,"globish, upgoer5, voa_special_english"
six,Mathematics,upgoer5
size,Visual,"globish, ogdens_basic_english, voa_special_english"
skeleton,Body Parts,voa_special_english
skill,Education,"globish, voa_special_english"
skin,Body Parts,"globish, ogdens_basic_english, upgoer5, voa_special_english"
skirt,Clothes,"globish, ogdens_basic_english"
sky,Nature,"globish, ogdens_basic_english, upgoer5, voa_special_english"
slam,Visual,upgoer5
slave,People,"globish, voa_special_english"
sleep,Body Parts,"globish, ogdens_basic_english, upgoer5, voa_special_english"
slide,Education,"globish, voa_special_english"
slightly,Visual,upgoer5
slip,Visual,"globish, ogdens_basic_english, upgoer5"
slope,Mathematics,ogdens_basic_english
slow,Time,"globish, ogdens_basic_english, upgoer5, voa_special_english"
slowly,Time,upgoer5
small,Visual,"globish, ogdens_basic_english, upgoer5, voa_special_english"
smart,Education,globish
smash,Business,"globish, ogdens_basic_english, voa_special_english"
smell,Body Parts,"globish, ogdens_basic_english, upgoer5, voa_special_english"
smile,Visual,"globish, ogdens_basic_english, upgoer5"
smirk,Visual,upgoer5
smoke,Nature,"globish, ogdens_basic_english, upgoer5, voa_special_english"
smooth,Visual,"globish, ogdens_basic_english, voa_special_english"
snack,Food/Drink,globish
snake,Animals,"globish, ogdens_basic_english"
snap,Visual,upgoer5
sneeze,Body Parts,"globish, ogdens_basic_english"
snow,Nature,"globish, ogdens_basic_english, voa_special_english"
so,Mathematics,"globish, ogdens_basic_english, upgoer5"
soap,Household,"globish, ogdens_basic_english"
social,People,"globish, voa_special_english"
society,People,"globish, ogdens_basic_english"
sock,Clothes,ogdens_basic_english
soft,Visual,"globish, ogdens_basic_english, upgoer5, voa_special_english"
softly,Visual,upgoer5
soil,Agriculture,"globish, voa_special_english"
soldier,War,"globish, voa_special_english"
solid,Materials,"globish, ogdens_basic_english, voa_special_english"
solve,Mathematics,"globish, voa_special_english"
some,Mathematics,"globish, ogdens_basic_english, upgoer5, voa_special_english"
somehow,Nature,upgoer5
someone,People,upgoer5
something,Nature,upgoer5
sometimes,Time,upgoer5
somewhere,Direction,upgoer5
son,People,"globish, ogdens_basic_english, upgoer5, voa_special_english"
song,Visual,"globish, ogdens_basic_english, upgoer5"
soon,Time,"globish, upgoer5, voa_special_english"
sorry,People,"globish, upgoer5"
sort,Mathematics,"globish, ogdens_basic_english, upgoer5, voa_special_english"
soul,Nature,globish
sound,Nature,"globish, ogdens_basic_english, upgoer5, voa_special_english"
soup,Food/Drink,ogdens_basic_english
south,Direction,"globish, ogdens_basic_english, voa_special_english"
space,Nature,"globish, ogdens_basic_english, upgoer5, voa_special_english"
spade,Tools,ogdens_basic_english
speak,People,"globish, upgoer5, voa_special_english"
special,Visual,"globish, ogdens_basic_english, voa_special_english"
speech,Education,"globish, voa_special_english"
speed,Mathematics,"globish, voa_special_english"
spell,Education,globish
spend,Business,"globish, upgoer5, voa_special_english"
spent,Business,upgoer5
spill,Nature,voa_special_english
spirit,Food/Drink,"globish, voa_special_english"
split,Nature,voa_special_english
spoke,Education,upgoer5
sponge,Animals,ogdens_basic_english
spoon,Household,ogdens_basic_english
sport,Industry,voa_special_english
spot,Visual,"globish, upgoer5"
spread,Agriculture,"globish, voa_special_english"
spring,Nature,"globish, ogdens_basic_english, voa_special_english"
spy,People,"globish, voa_special_english"
square,Mathematics,"globish, ogdens_basic_english, voa_special_english"
stab,War,voa_special_english
stage,Education,"globish, ogdens_basic_english"
stair,Buildings,upgoer5
stairs,Buildings,globish
stamp,Business,"globish, ogdens_basic_english"
stand,Direction,"globish, upgoer5, voa_special_english"
star,Nature,"globish, ogdens_basic_english, upgoer5, voa_special_english"
stare,Visual,upgoer5
start,Time,"globish, ogdens_basic_english, upgoer5, voa_special_english"
starve,Food/Drink,"globish, voa_special_english"
state,Political,"globish, upgoer5, voa_special_english"
statement,Education,ogdens_basic_english
station,Transport,"globish, ogdens_basic_english, voa_special_english"
statue,Visual,voa_special_english
status,Political,globish
stay,Time,"globish, upgoer5, voa_special_english"
steal,Business,"globish, voa_special_english"
steam,Industry,"globish, ogdens_basic_english, voa_special_english"
steel,Materials,"globish, ogdens_basic_english, voa_special_english"
stem,Education,ogdens_basic_english
step,Direction,"globish, ogdens_basic_english, upgoer5, voa_special_english"
stick,Tools,"globish, ogdens_basic_english, upgoer5, voa_special_english"
stiff,Visual,ogdens_basic_english
still,Time,"globish, ogdens_basic_english, upgoer5, voa_special_english"
stitch,Clothes,ogdens_basic_english
stocking,Clothes,ogdens_basic_english
stomach,Body Parts,"globish, ogdens_basic_english, upgoer5"
stone,Materials,"globish, ogdens_basic_english, voa_special_english"
stood,Visual,upgoer5
stop,Direction,"globish, ogdens_basic_english, upgoer5, voa_special_english"
store,Business,"globish, ogdens_basic_english, upgoer5, voa_special_english"
storm,Nature,"globish, voa_special_english"
story,Education,"globish, ogdens_basic_english, upgoer5, voa_special_english"
stove,Household,voa_special_english
straight,Direction,"globish, ogdens_basic_english, upgoer5, voa_special_english"
strange,Visual,"globish, ogdens_basic_english, upgoer5, voa_special_english"
stream,Nature,globish
street,Buildings,"globish, ogdens_basic_english, upgoer5, voa_special_english"
stretch,Body Parts,"globish, ogdens_basic_english, voa_special_english"
strike,Business,"globish, voa_special_english"
string,Mathematics,globish
strong,Visual,"globish, ogdens_basic_english, upgoer5, voa_special_english"
structure,Industry,"globish, ogdens_basic_english, voa_special_english"
struggle,War,"globish, upgoer5, voa_special_english"
stuck,Visual,upgoer5
student,Education,upgoer5
study,Education,"globish, upgoer5, voa_special_english"
stupid,People,"globish, upgoer5, voa_special_english"
subject,Education,"globish, voa_special_english"
submarine,Transport,voa_special_english
substance,Materials,"globish, ogdens_basic_english, voa_special_english"
substitute,Business,"globish, voa_special_english"
subversion,Political,voa_special_english
succeed,Business,"globish, voa_special_english"
such,Visual,"globish, ogdens_basic_english, upgoer5, voa_special_english"
suck,Body Parts,upgoer5
sudden,Time,"globish, ogdens_basic_english, upgoer5, voa_special_english"
suddenly,Time,upgoer5
suffer,Body Parts,"globish, voa_special_english"
sugar,Food/Drink,"globish, ogdens_basic_english, voa_special_english"
suggest,Education,"globish, upgoer5, voa_special_english"
suggestion,Education,ogdens_basic_english
suicide,People,voa_special_english
suit,Clothes,globish
summer,Time,"globish, ogdens_basic_english, upgoer5, voa_special_english"
sun,Nature,"globish, ogdens_basic_english, upgoer5, voa_special_english"
supervise,Business,"globish, voa_special_english"
supply,Business,"globish, voa_special_english"
support,Business,"globish, ogdens_basic_english, voa_special_english"
suppose,Education,"globish, upgoer5, voa_special_english"
suppress,Political,"globish, voa_special_english"
sure,Nature,"upgoer5, voa_special_english"
surface,Nature,"globish, voa_special_english"
surplus,Business,voa_special_english
surprise,Visual,"globish, ogdens_basic_english, upgoer5, voa_special_english"
surrender,War,voa_special_english
surround,Visual,"globish, upgoer5, voa_special_english"
survive,Nature,"globish, voa_special_english"
suspect,People,"globish, voa_special_english"
suspend,Education,"globish, voa_special_english"
swallow,Animals,"globish, voa_special_english"
swear,People,globish
swear in,Political,voa_special_english
sweet,Food/Drink,"globish, ogdens_basic_english, upgoer5, voa_special_english"
swim,Nature,"globish, ogdens_basic_english, voa_special_english"
symbol,Mathematics,globish
sympathy,People,"globish, voa_special_english"
system,Business,"globish, ogdens_basic_english, voa_special_english"
table,Household,"globish, ogdens_basic_english, upgoer5"
tail,Body Parts,"globish, ogdens_basic_english"
take,Agriculture,"globish, ogdens_basic_english, upgoer5"
taken,Time,upgoer5
talk,People,"globish, ogdens_basic_english, upgoer5, voa_special_english"
tall,Visual,"globish, ogdens_basic_english, upgoer5, voa_special_english"
tank,War,voa_special_english
target,War,"globish, voa_special_english"
task,Business,globish
taste,Food/Drink,"globish, ogdens_basic_english, voa_special_english"
tax,Business,"globish, ogdens_basic_english, voa_special_english"
tea,Food/Drink,"globish, voa_special_english"
teach,Education,"globish, voa_special_english"
teacher,Education,upgoer5
teaching,Education,ogdens_basic_english
team,People,"globish, upgoer5, voa_special_english"
tear,Body Parts,"globish, upgoer5, voa_special_english"
technical,Education,voa_special_english
technology,Industry,voa_special_english
teeth,Body Parts,upgoer5
telephone,Household,voa_special_english
telescope,Visual,voa_special_english
television,Visual,voa_special_english
tell,People,"globish, voa_special_english"
temperature,Nature,voa_special_english
temporary,Time,voa_special_english
ten,Mathematics,upgoer5
tendency,Mathematics,ogdens_basic_english
tense,Time,voa_special_english
term,Business,"globish, voa_special_english"
terrible,Visual,"globish, voa_special_english"
territory,Political,"globish, voa_special_english"
terror,Political,"globish, voa_special_english"
terrorist,War,voa_special_english
test,Education,"globish, ogdens_basic_english, voa_special_english"
than,Mathematics,"globish, ogdens_basic_english, upgoer5, voa_special_english"
thank,People,"globish, upgoer5, voa_special_english"
that,Mathematics,"ogdens_basic_english, voa_special_english"
the,Nature,"globish, ogdens_basic_english, upgoer5, voa_special_english"
theater,Buildings,"globish, voa_special_english"
their,People,upgoer5
theirs,People,globish
them,People,"globish, upgoer5, voa_special_english"
themselves,People,upgoer5
then,Time,"globish, ogdens_basic_english, upgoer5, voa_special_english"
theory,Education,"globish, ogdens_basic_english, voa_special_english"
there,Direction,"globish, ogdens_basic_english, upgoer5, voa_special_english"
there's,Nature,upgoer5
these,Visual,"globish, upgoer5"
they,People,"globish, upgoer5, voa_special_english"
they'd,People,upgoer5
thick,Visual,"globish, ogdens_basic_english, upgoer5, voa_special_english"
thin,Visual,"globish, ogdens_basic_english, voa_special_english"
thing,Nature,"globish, ogdens_basic_english, upgoer5, voa_special_english"
think,Education,"globish, upgoer5, voa_special_english"
third,Mathematics,"globish, voa_special_english"
this,Direction,"globish, ogdens_basic_english, upgoer5, voa_special_english"
those,Mathematics,"globish, upgoer5"
though,Education,globish
thought,Education,"globish, ogdens_basic_english, upgoer5"
thread,Materials,ogdens_basic_english
threaten,War,"globish, voa_special_english"
